,Company,highratedfor,criticalratedfor,rating,reviews,salaries,interviews,jobs,companyCard,branches
756,The Muthoot Group,"Promotions, Work Satisfaction, Company Culture",,3.6,1.4k,3.7k,84,--,Financial Services | New Delhi +309 other locations,NA
757,VOIS,"Work Life Balance, Job Security","Promotions, Skill Development",3.8,1.4k,8.6k,182,29,IT Services & Consulting | Pune +21 other locations,NA
758,Eaton,"Company Culture, Work Life Balance, Job Security",Promotions,4.0,1.4k,8.1k,148,1,Electronics Manufacturing | Pune +22 other locations,NA
759,MedPlus,"Promotions, Company Culture, Work Satisfaction",,3.5,1.4k,4.3k,109,46,Retail | Hyderabad +144 other locations,NA
760,EOSGlobe,"Promotions, Salary, Work Satisfaction",,2.9,1.4k,4k,91,11,BPO | Mumbai +29 other locations,NA
761,Oracle Financial Services Software,Job Security,"Promotions, Salary, Skill Development",3.4,1.4k,10.7k,195,--,Software Product | Bengaluru +22 other locations,NA
762,TEKsystems,"Promotions, Job Security, Skill Development",,3.1,1.4k,11.1k,138,10,IT Services & Consulting | Bengaluru +18 other locations,NA
763,FedEx Express,"Company Culture, Work Life Balance, Job Security",Promotions,4.0,1.4k,5.1k,112,93,Logistics | Mumbai +94 other locations,NA
764,Kantar,"Promotions, Salary, Work Satisfaction",,3.5,1.4k,6.7k,118,2,Analytics & KPO | Bengaluru +44 other locations,NA
765,City Union Bank,"Promotions, Company Culture, Work Life Balance",,2.9,1.4k,5.7k,123,7,Banking | Chennai +195 other locations,NA
766,Worley,"Work Life Balance, Company Culture, Work Satisfaction",Promotions,4.1,1.4k,7.3k,140,82,Engineering & Construction | Mumbai +56 other locations,NA
767,TÜV SÜD,"Work Life Balance, Company Culture, Work Satisfaction",Promotions,4.0,1.4k,3.9k,104,151,"Testing, Inspection and Certification (TIC) | Bengaluru +132 other locations",NA
768,TCS iON,Job Security,"Promotions, Salary",3.8,1.4k,4k,407,--,IT Services & Consulting | Bengaluru +113 other locations,NA
769,Sunknowledge Services,Job Security,"Promotions, Salary, Company Culture",3.4,1.4k,3.8k,107,13,BPO | Kolkata +13 other locations,NA
770,Rashmi Metaliks,"Company Culture, Job Security, Promotions",,3.1,1.4k,4.7k,116,7,Iron & Steel | Kharagpur +43 other locations,NA
771,Fino Payments Bank,Work Life Balance,"Promotions, Salary",3.8,1.4k,4k,63,10,Banking | Mumbai +274 other locations,NA
772,Sharekhan,"Promotions, Salary, Work Satisfaction",,3.7,1.4k,5.2k,100,57,Financial Services | Mumbai +114 other locations,NA
773,Aerial Telecom Solutions,"Work Life Balance, Company Culture, Work Satisfaction",,4.2,1.4k,2.3k,124,28,Telecom | Sahibzada Ajit Singh Nagar +112 other locations,NA
774,Novo Nordisk,Work Life Balance,"Promotions, Job Security, Work Satisfaction",3.7,1.4k,6.5k,100,70,Pharma | Bengaluru +74 other locations,NA
775,iMerit,"Promotions, Salary, Skill Development",,3.2,1.4k,5.6k,118,11,IT Services & Consulting | Kolkata +22 other locations,NA
776,Incedo,"Promotions, Work Satisfaction, Job Security",,2.9,1.4k,10.4k,204,42,IT Services & Consulting | Gurugram +13 other locations,NA
777,Bajaj Housing Finance,"Work Life Balance, Company Culture, Work Satisfaction",,3.6,1.4k,6k,71,94,NBFC | Pune +166 other locations,NA
778,Citco,"Promotions, Company Culture, Work Life Balance",,3.1,1.4k,9.7k,171,36,Management Consulting | Pune +13 other locations,NA
779,Amity University,Job Security,"Promotions, Skill Development, Salary",3.6,1.4k,5.2k,115,19,Education & Training | Noida +85 other locations,NA
780,Faurecia,"Company Culture, Work Life Balance, Skill Development",Promotions,3.9,1.4k,6k,72,19,Auto Components | Pune +28 other locations,NA
781,Aforeserve,"Promotions, Salary, Job Security",,3.4,1.4k,3.6k,93,20,IT Services & Consulting | Mumbai +159 other locations,NA
782,Paytm Payments Bank,Work Life Balance,"Job Security, Promotions",3.8,1.4k,5.6k,142,--,Banking | Noida +135 other locations,NA
783,Bharat FIH,"Promotions, Job Security, Salary",,3.7,1.4k,5.3k,91,--,Electronics Manufacturing | Chennai +39 other locations,NA
784,JSW Cement,"Job Security, Company Culture, Work Life Balance",Promotions,4.1,1.3k,4.3k,137,19,Building Material | Mumbai +144 other locations,NA
785,Iffco Tokio General Insurance Co.,Promotions,,3.8,1.3k,4k,50,--,Insurance | Gurugram +282 other locations,NA
786,Sheenlac Paints,"Salary, Work Life Balance, Company Culture",,4.2,1.3k,1.7k,210,--,Chemicals | Chennai +162 other locations,NA
787,Hire In Global,"Company Culture, Work Life Balance, Work Satisfaction",,4.9,1.3k,8,294,--,Recruitment | Mumbai +60 other locations,NA
788,INDIUM,"Company Culture, Work Life Balance, Work Satisfaction",Promotions,4.0,1.3k,7k,256,110,IT Services & Consulting | Chennai +13 other locations,NA
789,DEXIT Global,"Promotions, Salary, Work Satisfaction",,3.5,1.3k,5.9k,139,2,IT Services & Consulting | Mumbai +151 other locations,NA
790,Unichem Laboratories,"Promotions, Company Culture, Salary",,3.6,1.3k,5.1k,95,58,Pharma | Ghaziabad +76 other locations,NA
791,Burger King,"Salary, Job Security, Skill Development",,3.9,1.3k,3.5k,98,5,Hospitality | New Delhi +112 other locations,NA
792,Aptara,"Promotions, Skill Development, Salary",,3.1,1.3k,6.4k,78,9,Content Development | Noida +15 other locations,NA
793,Collabera Talent Solutions,"Promotions, Job Security, Salary",,3.5,1.3k,6.9k,152,1,Recruitment | Bengaluru +43 other locations,NA
794,GE,"Company Culture, Work Life Balance, Work Satisfaction",Promotions,4.1,1.3k,7.5k,114,28,Defence & Aerospace | Bengaluru +76 other locations,NA
795,The Ramco Cements,"Job Security, Company Culture, Work Life Balance",Promotions,4.1,1.3k,4.3k,461,--,Building Material | Chennai +124 other locations,NA
796,TE Connectivity,"Company Culture, Work Life Balance, Job Security",Promotions,4.1,1.3k,7.5k,101,126,Electronics Manufacturing | Bengaluru +22 other locations,NA
797,Hindware Limited,Work Life Balance,Promotions,3.9,1.3k,4.6k,87,9,Building Material | Hyderabad +133 other locations,NA
798,FDC,"Promotions, Salary, Work Satisfaction",,3.7,1.3k,3.7k,70,31,Pharma | Mumbai +129 other locations,NA
799,JioMart,"Work Life Balance, Skill Development, Salary",Promotions,3.9,1.3k,4.2k,118,--,Retail | Mumbai +294 other locations,NA
800,GEP Worldwide,Company Culture,"Promotions, Salary, Work Satisfaction",3.6,1.3k,9.4k,155,14,IT Services & Consulting | Mumbai +17 other locations,NA
801,CreditAccess Grameen,"Company Culture, Job Security, Skill Development",,3.9,1.3k,2.6k,54,15,NBFC | Bengaluru +349 other locations,NA
802,R Systems International,"Promotions, Job Security, Company Culture",,3.6,1.3k,7.5k,155,25,IT Services & Consulting | Noida +23 other locations,NA
803,Big Bazaar,"Skill Development, Company Culture, Work Satisfaction",,4.4,1.3k,2.2k,47,--,Retail | New Delhi +158 other locations,NA
804,Grant Thornton,"Promotions, Work Satisfaction, Salary",,3.4,1.3k,11.5k,120,264,Accounting & Auditing | Bengaluru +59 other locations,NA
805,Brillio,"Promotions, Job Security, Work Satisfaction",,3.4,1.3k,10.7k,141,6,IT Services & Consulting | Bengaluru +14 other locations,NA
806,ZF Steering Gear,"Promotions, Work Satisfaction, Salary",,3.7,1.3k,7.3k,59,4,Auto Components | Hyderabad +34 other locations,NA
807,Hatsun Agro Product,Skill Development,"Job Security, Promotions",3.8,1.3k,4.7k,84,6,Food Processing | Chennai +127 other locations,NA
808,ManpowerGroup,"Promotions, Job Security, Skill Development",,3.6,1.3k,5.2k,71,184,Recruitment | Bengaluru +149 other locations,NA
809,Cinépolis,"Company Culture, Job Security","Promotions, Salary",3.8,1.3k,3k,81,1,Media & Entertainment | New Delhi +60 other locations,NA
810,VIBGYOR Group of Schools,"Promotions, Job Security, Company Culture",,3.5,1.3k,4.2k,100,269,Education & Training | Bengaluru +37 other locations,NA
811,Shubham Housing Development Finance,"Company Culture, Work Life Balance, Skill Development",,3.9,1.3k,2.9k,52,6,NBFC | New Delhi +159 other locations,NA
812,RBL FinServe,"Salary, Skill Development",,3.9,1.3k,3k,66,--,Financial Services | Mumbai +364 other locations,NA
813,Baroda Global Shared Services,Work Life Balance,Promotions,3.8,1.3k,3k,129,34,BPO | Gandhinagar +181 other locations,NA
814,Nippon Paint India,"Work Life Balance, Skill Development",Promotions,4.0,1.3k,3.8k,81,--,Chemicals | Chennai +163 other locations,NA
815,Decathlon,"Job Security, Skill Development, Company Culture","Promotions, Work Life Balance, Salary",3.7,1.3k,4.3k,119,1,Retail | Bengaluru +71 other locations,NA
816,Punjab National Bank,Job Security,,3.8,1.3k,3k,61,--,Banking | New Delhi +215 other locations,NA
817,Viraj Profiles,"Skill Development, Work Life Balance, Work Satisfaction",,4.0,1.3k,4.4k,100,--,Iron & Steel | Mumbai +28 other locations,NA
818,CenturyPly,Salary,Promotions,3.9,1.3k,4.3k,96,33,Furniture & Furnishing | Kolkata +146 other locations,NA
819,Spicejet,"Promotions, Salary, Job Security",,3.3,1.3k,5.1k,105,1,Aviation | New Delhi +60 other locations,NA
820,Atul,"Job Security, Work Life Balance, Company Culture",Promotions,3.9,1.3k,5.1k,101,2,Chemicals | Valsad +64 other locations,NA
821,Troikaa Pharmaceuticals,"Salary, Work Life Balance, Skill Development",,4.1,1.3k,3.8k,117,23,Pharma | Ahmedabad +106 other locations,NA
822,Fabindia,"Work Life Balance, Job Security, Skill Development","Promotions, Salary",3.7,1.3k,4.1k,61,48,Retail | New Delhi +82 other locations,NA
823,More Supermarket,"Job Security, Promotions, Company Culture",,3.7,1.3k,3.9k,93,32,Retail | Bengaluru +164 other locations,NA
824,Bluestock ™,"Work Life Balance, Skill Development, Company Culture",,4.5,1.3k,58,387,--,FinTech | Pune +44 other locations,NA
825,OM Logistics,"Job Security, Work Life Balance",Promotions,3.9,1.3k,3.8k,91,4,Logistics | New Delhi +124 other locations,NA
826,NetAmbit,"Salary, Work Life Balance, Skill Development",,4.0,1.3k,3.2k,170,5,BPO | Noida +153 other locations,NA
827,Mondelez International,"Salary, Company Culture, Work Life Balance",Promotions,4.1,1.3k,4.8k,75,89,Food Processing | Mumbai +200 other locations,NA
828,Astral Pipe,"Work Life Balance, Job Security",Promotions,3.9,1.3k,4.1k,95,49,Building Material | Ahmedabad +143 other locations,NA
829,Hindustan Construction Company,"Company Culture, Job Security, Skill Development",,4.3,1.3k,3.2k,94,5,Engineering & Construction | Mumbai +93 other locations,NA
830,Luminous Power Technologies,"Work Life Balance, Job Security, Company Culture",Promotions,4.1,1.3k,4k,99,25,Consumer Electronics & Appliances | Gurugram +133 other locations,NA
831,Pantaloons,"Job Security, Company Culture, Skill Development",,4.1,1.3k,3k,69,--,Retail | Mumbai +156 other locations,NA
832,OpenText Technologies,"Promotions, Job Security, Work Satisfaction",,3.3,1.3k,12.1k,196,9,Software Product | Bengaluru +14 other locations,NA
833,Ion Exchange India,"Work Life Balance, Job Security","Promotions, Salary",3.8,1.3k,5.2k,98,53,Waste Management | Mumbai +126 other locations,NA
834,SK Finance Limited,Promotions,,3.8,1.3k,3.5k,87,--,NBFC | Jaipur +274 other locations,NA
835,Globant,Work Life Balance,"Promotions, Job Security, Work Satisfaction",3.4,1.3k,10.3k,205,64,IT Services & Consulting | Pune +17 other locations,NA
836,Jakson Group,"Work Life Balance, Salary, Company Culture",,4.1,1.3k,3.9k,106,16,Power | Noida +103 other locations,NA
837,Samsung Research,"Promotions, Work Satisfaction, Skill Development",,3.0,1.3k,9.7k,150,2,IT Services & Consulting | Bengaluru +21 other locations,NA
838,ICICI Prudential Mutual Fund,"Skill Development, Work Life Balance, Job Security","Promotions, Salary",3.9,1.3k,5.6k,88,--,Financial Services | Mumbai +170 other locations,NA
839,Centre for Development of Advanced Computing,"Work Life Balance, Job Security","Promotions, Salary, Company Culture",3.7,1.3k,6.9k,126,--,IT Services & Consulting | Pune +41 other locations,NA
840,Sigma Electric Manufacturing Corporation,"Company Culture, Work Life Balance, Job Security",Promotions,4.0,1.3k,2.8k,78,12,Industrial Machinery | Pune +23 other locations,NA
841,NxtWave,"Job Security, Promotions, Work Life Balance",,3.6,1.3k,3.2k,289,86,EdTech | Hyderabad +54 other locations,NA
842,Vestas,"Company Culture, Work Life Balance, Work Satisfaction","Promotions, Job Security",4.1,1.3k,5.4k,99,11,Power | Chennai +51 other locations,NA
843,AGS Transact Technologies,"Promotions, Salary, Job Security",,2.8,1.3k,3.8k,43,--,FinTech | Mumbai +123 other locations,NA
844,Panasonic,"Work Life Balance, Company Culture, Job Security",Promotions,4.0,1.3k,4.8k,51,19,Consumer Electronics & Appliances | Gurugram +124 other locations,NA
845,Royal Migration Solutions,"Company Culture, Work Life Balance, Work Satisfaction",,4.9,1.3k,5,1,--,Other | Dubai +12 other locations,NA
846,Apex Group,"Promotions, Job Security, Company Culture",,2.7,1.3k,8.1k,185,310,Financial Services | Pune +28 other locations,NA
847,ANZ Banking Group,"Work Life Balance, Company Culture","Promotions, Skill Development, Work Satisfaction",3.8,1.3k,8.3k,107,22,Banking | Bengaluru +17 other locations,NA
848,Aarvee Associates,"Promotions, Company Culture, Skill Development",,3.7,1.3k,3.4k,100,--,Engineering & Construction | Hyderabad +178 other locations,NA
849,T-Systems ICT India,Work Life Balance,Promotions,3.7,1.3k,8.9k,112,5,IT Services & Consulting | Pune +16 other locations,NA
850,Electronics Corporation of India Limited,"Work Life Balance, Company Culture, Work Satisfaction",,4.2,1.3k,3.2k,61,--,Electronics Manufacturing | Hyderabad +57 other locations,NA
851,Tenneco,"Promotions, Company Culture, Work Satisfaction",,3.6,1.3k,5.3k,72,14,Auto Components | Pune +45 other locations,NA
852,Automotive Manufacturers,Promotions,,3.8,1.3k,5.2k,104,43,Automobile | Hyderabad +149 other locations,NA
853,Dell EMC,Work Life Balance,Promotions,3.8,1.2k,8.6k,74,3,IT Services & Consulting | Bengaluru +53 other locations,NA
854,Godrej Consumer Products,"Work Life Balance, Company Culture, Job Security",Promotions,4.0,1.2k,4.8k,62,--,FMCG | Mumbai +149 other locations,NA
855,PNC Infratech,Promotions,,3.8,1.2k,3.4k,83,--,Engineering & Construction | Agra +96 other locations,NA
856,Intertek,"Promotions, Salary",,3.7,1.2k,4k,83,75,"Testing, Inspection and Certification (TIC) | New Delhi +116 other locations",NA
857,Fresenius Kabi,"Work Life Balance, Company Culture, Job Security","Promotions, Salary",4.0,1.2k,4.1k,58,26,Pharma | Pune +65 other locations,NA
858,SKF,"Company Culture, Work Life Balance, Skill Development",Promotions,4.0,1.2k,4.6k,75,47,Auto Components | Pune +70 other locations,NA
859,Spandana Sphoorty Financial,"Company Culture, Work Satisfaction, Job Security",,3.7,1.2k,2.4k,52,10,NBFC | Hyderabad +358 other locations,NA
860,iSON Xperiences,"Promotions, Salary, Company Culture",,3.2,1.2k,3.3k,79,8,BPO | Chennai +43 other locations,NA
861,Jindal X,"Job Security, Promotions, Work Satisfaction",,3.5,1.2k,2.8k,113,3,BPO | New Delhi +22 other locations,NA
862,KIMS Hospital,"Promotions, Salary",,3.8,1.2k,3.7k,62,8,Healthcare | Hyderabad +60 other locations,NA
863,Prodapt,"Promotions, Salary, Work Satisfaction",,3.5,1.2k,9.9k,117,61,IT Services & Consulting | Chennai +16 other locations,NA
864,H.G. Infra Engineering,"Salary, Skill Development, Company Culture",Job Security,4.0,1.2k,3.2k,109,--,Engineering & Construction | Jaipur +99 other locations,NA
865,Synchrony,"Job Security, Company Culture, Work Life Balance",Promotions,4.3,1.2k,5.5k,93,17,Financial Services | Hyderabad +9 other locations,NA
866,Mu Sigma,"Work Life Balance, Job Security, Company Culture",,2.5,1.2k,6.8k,250,--,Analytics & KPO | Bengaluru +16 other locations,NA
867,Dassault Systemes,"Job Security, Work Life Balance, Company Culture","Promotions, Salary, Skill Development",3.7,1.2k,7.3k,187,2,Software Product | Pune +13 other locations,NA
868,Zoho,"Job Security, Company Culture, Work Life Balance",,4.1,1.2k,9.9k,585,--,Software Product | Chennai +37 other locations,NA
869,Oil And Natural Gas Corporation,"Work Life Balance, Work Satisfaction, Job Security",,4.3,1.2k,3.1k,80,--,Oil & Gas | Mumbai +84 other locations,NA
870,Kalpataru Limited,"Job Security, Work Life Balance, Skill Development",,4.2,1.2k,4.5k,269,19,Real Estate | Mumbai +83 other locations,NA
871,Rockman Industries,"Job Security, Skill Development, Salary",,3.8,1.2k,3.8k,94,17,Auto Components | Haridwar +41 other locations,NA
872,AIIMS,"Skill Development, Work Satisfaction, Work Life Balance",Promotions,4.1,1.2k,4.6k,67,--,Education & Training | New Delhi +76 other locations,NA
873,Shriram Pistons & Rings,"Job Security, Company Culture, Work Life Balance",Promotions,4.0,1.2k,4.5k,76,1,Auto Components | Bhiwadi +62 other locations,NA
874,Rupeek,"Work Life Balance, Company Culture, Work Satisfaction",,4.1,1.2k,3.3k,133,22,FinTech | Bengaluru +55 other locations,NA
875,Wind World,"Work Life Balance, Job Security, Work Satisfaction","Promotions, Salary",4.0,1.2k,3.3k,88,2,Power | Jaisalmer +84 other locations,NA
876,DP World,Salary,Promotions,3.8,1.2k,5.1k,99,99,Logistics | Mumbai +84 other locations,NA
877,Parexel International,"Promotions, Salary",,3.8,1.2k,6k,87,1,Clinical Research | Hyderabad +25 other locations,NA
878,Fidelity Investments,"Company Culture, Work Life Balance, Job Security",Promotions,4.1,1.2k,8.1k,128,1,Financial Services | Bengaluru +19 other locations,NA
879,Diageo,"Work Life Balance, Company Culture, Salary","Promotions, Job Security",3.8,1.2k,6.4k,93,66,Beverage | Bengaluru +99 other locations,NA
880,Qualcomm,Salary,"Promotions, Work Life Balance, Work Satisfaction",3.7,1.2k,15.1k,299,47,Semiconductors | Hyderabad +18 other locations,NA
881,DLF,"Salary, Work Life Balance",Promotions,3.9,1.2k,4.9k,98,2,Real Estate | Gurugram +35 other locations,NA
882,EbixCash Limited,Work Life Balance,"Promotions, Salary, Skill Development",3.6,1.2k,5.1k,110,--,Software Product | Noida +85 other locations,NA
